2019-08-27 01:03:00.606947 23148802 PCI 403 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 90425 [-666, -666]
2019-08-27 00:32:49.111341 23148802 PCI 403 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 90425 [-666, -666]
2019-08-27 01:03:01.793942 23148802 PCI 403 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 90425 [-666, -666]
2019-08-27 01:03:04.211544 23148802 PCI 403 EARFCN 2300 1150 False True sib3 True 6 5 T-Mobile TAC 15470 90425 [-666, -666]
2019-06-21 21:32:36.290110 13333272 PCI 196 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13314 52083 [-666, -666]
2019-06-21 20:46:17.404776 13333262 PCI 195 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13314 52083 [-666, -666]
2019-08-26 23:56:04.113219 221009713 PCI 483 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24107 863319 [-666, -666]
2019-08-27 01:23:27.026711 221009713 PCI 483 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24107 863319 [-666, -666]
2019-08-27 01:30:04.160331 197784369 PCI 493 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772595 [-666, -666]
2019-08-27 00:37:09.232029 197773105 PCI 175 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772551 [-666, -666]
2019-08-27 00:01:39.103948 206224435 PCI 416 EARFCN 40978 41176 False True sib3 True 7 6 Sprint TAC 25096 805564 [-666, -666]
2019-08-27 00:01:39.103948 206224435 PCI 416 EARFCN 40978 39758 False True sib3 True 7 6 Sprint TAC 25096 805564 [-666, -666]
2019-08-26 23:32:59.452928 220994353 PCI 503 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 863259 [-666, -666]
2019-08-27 01:30:56.794534 220994353 PCI 503 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 863259 [-666, -666]
2019-08-27 01:31:10.249781 197784369 PCI 493 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772595 [-666, -666]
2019-08-27 00:33:34.300399 221072689 PCI 470 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24074 863565 [-666, -666]
2019-08-27 00:33:34.300399 221072689 PCI 470 EARFCN 41094 40072 False True sib3 True 6 7 Sprint TAC 24074 863565 [-666, -666]
2019-08-27 01:33:03.004527 220994353 PCI 503 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 863259 [-666, -666]
2019-08-27 02:06:04.497721 197784369 PCI 493 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772595 [-666, -666]
2019-08-27 01:31:54.664119 220994353 PCI 503 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 863259 [-666, -666]
2019-08-27 00:24:19.124166 197784369 PCI 493 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772595 [-666, -666]
2019-06-22 23:57:11.179176 20679425 PCI 285 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15482 80779 [-666, -666]
2019-06-23 00:02:02.197525 20679427 PCI 383 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15482 80779 [-666, -666]
2019-08-27 02:03:15.726103 220994353 PCI 503 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 863259 [-666, -666]
2019-08-27 02:06:10.030929 221072689 PCI 470 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24074 863565 [-666, -666]
2019-08-27 02:06:10.030929 221072689 PCI 470 EARFCN 41094 40072 False True sib3 True 6 7 Sprint TAC 24074 863565 [-666, -666]
2019-08-27 00:18:00.199945 197784369 PCI 493 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772595 [-666, -666]
2019-08-27 01:30:07.383982 197773105 PCI 175 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772551 [-666, -666]
2019-08-27 01:30:55.510368 220994353 PCI 503 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 863259 [-666, -666]
2019-08-27 01:23:36.974558 197784369 PCI 493 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 772595 [-666, -666]
2019-08-27 01:24:04.269208 221009713 PCI 483 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24107 863319 [-666, -666]
2019-08-26 23:42:20.901251 221009713 PCI 483 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24107 863319 [-666, -666]
2019-08-27 01:38:44.222148 221127729 PCI 54 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24091 863780 [-666, -666]
2019-08-27 01:38:44.222148 221127729 PCI 54 EARFCN 41094 40072 False True sib3 True 6 7 Sprint TAC 24091 863780 [-666, -666]
2019-08-26 23:32:33.167751 206224443 PCI 416 EARFCN 41176 40978 False True sib3 True 7 6 Sprint TAC 25096 805564 [-666, -666]
2019-08-26 23:32:33.167751 206224443 PCI 416 EARFCN 41176 39758 False True sib3 True 7 6 Sprint TAC 25096 805564 [-666, -666]
2019-08-27 01:26:28.330674 221009713 PCI 483 EARFCN 41094 39874 False True sib3 True 6 7 Sprint TAC 24107 863319 [-666, -666]
2019-06-22 17:21:42.582394 141433880 PCI 277 EARFCN 1975 9820 False True sib3 True 4 5 ATT TAC 34642 552476 [-666, -666]
2019-06-22 16:06:16.502354 20748545 PCI 381 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 16293 81049 [-666, -666]
2019-06-22 16:06:19.092100 21485058 PCI 52 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 83926 [-666, -666]
2019-06-22 16:07:47.789530 20748546 PCI 383 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 16293 81049 [-666, -666]
2019-06-22 16:07:47.789530 20748546 PCI 383 EARFCN 66786 1050 False True sib3 True 6 5 T-Mobile TAC 16293 81049 [-666, -666]
2019-06-22 17:38:05.836935 20641793 PCI 102 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 80632 [-666, -666]
2019-06-22 17:38:23.041312 20641795 PCI 103 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 80632 [-666, -666]
2019-06-22 17:08:02.755808 21485057 PCI 51 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 83926 [-666, -666]
2019-06-22 18:06:34.298326 21485057 PCI 51 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 83926 [-666, -666]
2019-06-22 16:38:27.960317 21485059 PCI 53 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 83926 [-666, -666]
2019-06-22 16:24:59.857084 20748547 PCI 382 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 16293 81049 [-666, -666]
2019-06-22 17:44:17.052087 21485057 PCI 51 EARFCN 66786 5035 False True sib3 True 6 4 T-Mobile TAC 15470 83926 [-666, -666]
2019-06-22 18:13:45.123260 21485057 PCI 51 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 83926 [-666, -666]
2019-06-22 17:32:37.977353 20641794 PCI 104 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 80632 [-666, -666]
2019-06-22 17:44:51.205793 21485057 PCI 51 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 83926 [-666, -666]
2019-06-22 17:38:05.854136 20641793 PCI 102 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 80632 [-666, -666]
2019-06-22 17:38:22.361845 20641795 PCI 103 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 80632 [-666, -666]
2019-06-22 17:38:33.831058 20641795 PCI 103 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15470 80632 [-666, -666]
2019-06-22 23:57:11.179176 20679425 PCI 285 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15482 80779 [-666, -666]
2019-06-23 00:02:02.197525 20679427 PCI 383 EARFCN 66786 1150 False True sib3 True 6 5 T-Mobile TAC 15482 80779 [-666, -666]
2019-06-18 04:34:41.110857 20649733 PCI 73 EARFCN 5035 2300 False True sib3 True 4 6 T-Mobile TAC 15174 80663 [-666, -666]
2019-06-18 04:34:41.110857 20649733 PCI 73 EARFCN 5035 1150 False True sib3 True 4 6 T-Mobile TAC 15174 80663 [-666, -666]
2019-06-18 04:35:00.126815 20649734 PCI 377 EARFCN 5035 2300 False True sib3 True 4 6 T-Mobile TAC 15174 80663 [-666, -666]
2019-06-21 23:37:34.161989 13636366 PCI 51 EARFCN 1000 2100 False True sib3 True 6 5 Verizon TAC 13569 53267 [-666, -666]
2019-06-21 22:30:39.549428 90436376 PCI 52 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13569 353267 [-666, -666]
2019-06-21 23:44:31.748251 90436376 PCI 52 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13569 353267 [-666, -666]
2019-06-21 22:28:20.470710 90436376 PCI 52 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13569 353267 [-666, -666]
2019-06-21 22:58:02.055110 90436376 PCI 52 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13569 353267 [-666, -666]
2019-06-21 23:02:21.839361 90436376 PCI 52 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13569 353267 [-666, -666]
2019-06-21 23:29:47.495208 90436376 PCI 52 EARFCN 1000 2100 False True sib3 True 4 5 Verizon TAC 13569 353267 [-666, -666]
